platform;manager;pack_number;pack_index;pack_date;due_date;seller_article;wb_article;ozon_article;name;priority;focus_metric;comment_hint;plan_day_metric;fact_day_metric;plan_month_metric;fact_month_metric;forecast_pct_metric;focus_summary;existing_action;reason;day1;day2;day3;day4;day5
WB;Анастасия;2;4;2026-04-09;2026-04-15;lng001/sph/k1/003/p1*uсиний,белый;67018717;428199598;Лонгслив полоска;Высокий;Отменили;синяя;;;1 кв.;1;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: синяя. 186 ед. спроса за 7 дн. (оценка); остаток 7 451 шт (~281 дн.); осн. склад 11 932 шт; выкуп 90%; возвраты 7д 4%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"186 ед. спроса за 7 дн. (оценка); остаток 7 451 шт (~281 дн.); осн. склад 11 932 шт; выкуп 90%; возвраты 7д 4%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;2;5;2026-04-09;2026-04-15;lng001/spl/k1/035/p1*uбелый,синий,красный;493240788;2720739611;Лонгслив красно-сине-белая полоска;Высокий;Отменили;цветной;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. наблюдение, без резких действий Фокус по варианту/подсказке: цветной. 20 ед. спроса за 7 дн. (оценка); остаток 923 шт (~330 дн.); осн. склад 758 шт; выкуп 52%; возвраты 7д 0%";WB: наблюдение, без резких действий. WB: проверить размерную сетку, фото посадки и блок отзывов — есть риск потери выкупа.;"20 ед. спроса за 7 дн. (оценка); остаток 923 шт (~330 дн.); осн. склад 758 шт; выкуп 52%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;2;6;2026-04-09;2026-04-15;leg001/spl/k1/015/p1*dчерный;566478652;;3 шт;Средний;Кол продаж;клёш;13.4;10.28571429;402.0;72;0.7675906183;"WB: разогнать продажи — SEO, контент, цена, видимость и локализация под спрос. запланировать допоставить ~443 шт с основного склада Фокус по варианту/подсказке: клёш. 165 ед. спроса за 7 дн. (оценка); остаток 616 шт (~26 дн.); осн. склад 1 264 шт; выкуп 35%; возвраты 7д 6%";WB: запланировать допоставить ~443 шт с основного склада. WB: проверить размерную сетку, фото посадки и блок отзывов — есть риск потери выкупа.;"165 ед. спроса за 7 дн. (оценка); остаток 616 шт (~26 дн.); осн. склад 1 264 шт; выкуп 35%; возвраты 7д 6%";Пересобрать ключи, заголовок, характеристики, поисковые запросы и релевантность карточки.;Обновить обложку, инфографику, фото/видео и первые экраны карточки.;Сверить цену, индекс/конкурентов, промо, акции и влияние на маржу.;Посмотреть кластеры/склады, сроки доставки и доступность товара под спрос.;"WB: проверить видимость, рекламу и воронку; зафиксировать итог и следующий шаг."
WB;Анастасия;2;7;2026-04-09;2026-04-15;leg001/spl/k1/016/p1*dчерный,белый;566478653;;3 шт;Высокий;Отменили;сн. барс;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. наблюдение, без резких действий Фокус по варианту/подсказке: сн. барс. 13 ед. спроса за 7 дн. (оценка); остаток 228 шт (~127 дн.); осн. склад 1 247 шт; выкуп 51%; возвраты 7д 14%";WB: наблюдение, без резких действий. WB: проверить размерную сетку, фото посадки и блок отзывов — есть риск потери выкупа.;"13 ед. спроса за 7 дн. (оценка); остаток 228 шт (~127 дн.); осн. склад 1 247 шт; выкуп 51%; возвраты 7д 14%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;2;8;2026-04-09;2026-04-15;leg001/spl/k3/007/p1*dчерный;839519735;;Леггинсы (лосины) детские набор 3 штуки;Средний;Отменили;3 шт;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запустить плановое пополнение/производство, целевой объем ~117 шт Фокус по варианту/подсказке: 3 шт. 34 ед. спроса за 7 дн. (оценка); остаток 100 шт (~21 дн.); выкуп 68%; возвраты 7д 0%";WB: запустить плановое пополнение/производство, целевой объем ~117 шт.;"34 ед. спроса за 7 дн. (оценка); остаток 100 шт (~21 дн.); выкуп 68%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;2;9;2026-04-09;2026-04-15;leg001/spl/k3/013/p1*dоранжевый,зеленый;566478649;3594714138;3 шт;Высокий;% выкупа;морская ;;;0.5079242516742516;0.8675213675;0.6877228096;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. наблюдение, без резких действий Фокус по варианту/подсказке: морская . 58 ед. спроса за 7 дн. (оценка); остаток 677 шт (~81 дн.); осн. склад 391 шт; выкуп 69%; возвраты 7д 2%";WB: наблюдение, без резких действий.;"58 ед. спроса за 7 дн. (оценка); остаток 677 шт (~81 дн.); осн. склад 391 шт; выкуп 69%; возвраты 7д 2%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;2;10;2026-04-09;2026-04-15;leg001/spl/k3/009/p1*dчерный,розовый;566478642;;3 шт;Высокий;% выкупа;барс;;;0.43094437807050934;0.8850982972;0.6580213376;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. запланировать перевести с основного склада ~451 шт и добрать/произвести еще ~97 шт Фокус по варианту/подсказке: барс. 224 ед. спроса за 7 дн. (оценка); остаток 892 шт (~28 дн.); осн. склад 451 шт; выкуп 68%; возвраты 7д 7%";WB: запланировать перевести с основного склада ~451 шт и добрать/произвести еще ~97 шт.;"224 ед. спроса за 7 дн. (оценка); остаток 892 шт (~28 дн.); осн. склад 451 шт; выкуп 68%; возвраты 7д 7%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;2;11;2026-04-09;2026-04-15;636/mkb002/sph/k3/005/p1/W*dмолочный,розовый;17676901;428484168;принцесса;Высокий;Отменили;;;;1 кв.;2;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи 236 ед. спроса за 7 дн. (оценка); остаток 1 906 шт (~57 дн.); осн. склад 11 202 шт; выкуп 85%; возвраты 7д 1%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"236 ед. спроса за 7 дн. (оценка); остаток 1 906 шт (~57 дн.); осн. склад 11 202 шт; выкуп 85%; возвраты 7д 1%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;2;12;2026-04-09;2026-04-15;mkb002/sph/k3/047/p1*dбледно-розовый;330907249;1539132159;принцесса нов;Высокий;Отменили;новая;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: новая. 145 ед. спроса за 7 дн. (оценка); остаток 1 679 шт (~81 дн.); осн. склад 1 590 шт; выкуп 84%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"145 ед. спроса за 7 дн. (оценка); остаток 1 679 шт (~81 дн.); осн. склад 1 590 шт; выкуп 84%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;2;13;2026-04-09;2026-04-15;mkb002/sph/k3/046/p1*d;168926514;;ажурка;Высокий;Отменили;ажурка;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: ажурка. 103 ед. спроса за 7 дн. (оценка); остаток 1 471 шт (~100 дн.); выкуп 83%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"103 ед. спроса за 7 дн. (оценка); остаток 1 471 шт (~100 дн.); выкуп 83%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;2;14;2026-04-09;2026-04-15;mkb002/sph/k4/050/p1*dрозовый,желтый;387100275;1640201473;тонкие бретель;Высокий;% выкупа;;;;0.8291428436188041;1.016159575;0.9226512091;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи 208 ед. спроса за 7 дн. (оценка); остаток 2 020 шт (~68 дн.); осн. склад 7 282 шт; выкуп 87%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"208 ед. спроса за 7 дн. (оценка); остаток 2 020 шт (~68 дн.); осн. склад 7 282 шт; выкуп 87%; возвраты 7д 0%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;2;15;2026-04-09;2026-04-15;mkb002/sph/k4/048/p1*dзеленый,оранжевый,розовый;391960792;1725122392;тонкие бретель;Высокий;% выкупа;;;;0.8490773319795653;1.048448511;0.9487629213;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. запланировать допоставить ~208 шт с основного склада 224 ед. спроса за 7 дн. (оценка); остаток 1 233 шт (~38 дн.); осн. склад 1 334 шт; выкуп 93%; возвраты 7д 0%";WB: запланировать допоставить ~208 шт с основного склада.;"224 ед. спроса за 7 дн. (оценка); остаток 1 233 шт (~38 дн.); осн. склад 1 334 шт; выкуп 93%; возвраты 7д 0%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;2;16;2026-04-09;2026-04-15;mkb000/sph/k5/012/p1*d;168782035;1083898935;ОЕ 5 шт девочка;Высокий;Кол продаж;vargo д;28.66666667;13.28571429;860.0;93;0.4634551495;"WB: разогнать продажи — SEO, контент, цена, видимость и локализация под спрос. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: vargo д. 137 ед. спроса за 7 дн. (оценка); остаток 1 659 шт (~85 дн.); выкуп 97%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"137 ед. спроса за 7 дн. (оценка); остаток 1 659 шт (~85 дн.); выкуп 97%; возвраты 7д 0%";Пересобрать ключи, заголовок, характеристики, поисковые запросы и релевантность карточки.;Обновить обложку, инфографику, фото/видео и первые экраны карточки.;Сверить цену, индекс/конкурентов, промо, акции и влияние на маржу.;Посмотреть кластеры/склады, сроки доставки и доступность товара под спрос.;"WB: проверить видимость, рекламу и воронку; зафиксировать итог и следующий шаг."
WB;Анастасия;2;17;2026-04-09;2026-04-15;603/pjm004/3/sph/k1/001/p1/W*dбелый,розовый;13046901;428680996;единорог розовый;Высокий;Отменили;розовые;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: розовые. 161 ед. спроса за 7 дн. (оценка); остаток 1 262 шт (~55 дн.); осн. склад 3 466 шт; выкуп 92%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"161 ед. спроса за 7 дн. (оценка); остаток 1 262 шт (~55 дн.); осн. склад 3 466 шт; выкуп 92%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;2;18;2026-04-09;2026-04-15;pjm003/sph/k1/016/p1*dмолочный,бордовый;242064209;1288886328;сердечки;Высокий;% выкупа;;;;0.8139886363729429;0.9087810882;0.8613848623;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. запланировать перевести с основного склада ~348 шт и добрать/произвести еще ~13 шт 190 ед. спроса за 7 дн. (оценка); остаток 861 шт (~32 дн.); осн. склад 348 шт; выкуп 85%; возвраты 7д 0%";WB: запланировать перевести с основного склада ~348 шт и добрать/произвести еще ~13 шт.;"190 ед. спроса за 7 дн. (оценка); остаток 861 шт (~32 дн.); осн. склад 348 шт; выкуп 85%; возвраты 7д 0%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;2;19;2026-04-09;2026-04-15;pjm003/sph/k1/016/p2*dмолочный,бордовый;306463337;1369494467;сердечки;Высокий;Отменили;бол;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: бол. 49 ед. спроса за 7 дн. (оценка); остаток 739 шт (~105 дн.); осн. склад 1 677 шт; выкуп 85%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"49 ед. спроса за 7 дн. (оценка); остаток 739 шт (~105 дн.); осн. склад 1 677 шт; выкуп 85%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;2;20;2026-04-09;2026-04-15;pjm003/sph/k1/019/p1*dбежевый;402085849;1701188406;сердечки леопапрд;Высокий;Отменили;сердца;;;1 кв.;2;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. наблюдение, без резких действий Фокус по варианту/подсказке: сердца. 32 ед. спроса за 7 дн. (оценка); остаток 440 шт (~96 дн.); осн. склад 756 шт; выкуп 67%; возвраты 7д 0%";WB: наблюдение, без резких действий.;"32 ед. спроса за 7 дн. (оценка); остаток 440 шт (~96 дн.); осн. склад 756 шт; выкуп 67%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;3;1;2026-04-10;2026-04-16;pjm005/sph/k1/008/p1*dкоричневый;494808826;;леопард;Высокий;Отменили;шорты;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. наблюдение, без резких действий Фокус по варианту/подсказке: шорты. 23 ед. спроса за 7 дн. (оценка); остаток 373 шт (~115 дн.); осн. склад 547 шт; выкуп 60%; возвраты 7д 0%";WB: наблюдение, без резких действий.;"23 ед. спроса за 7 дн. (оценка); остаток 373 шт (~115 дн.); осн. склад 547 шт; выкуп 60%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;3;2;2026-04-10;2026-04-16;603/pjm001/sph/k1/013/p1/W*dбелый,розовый;17427731;428550118;единорог;Высокий;Отменили;розовый;;;1 кв.;1;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: розовый. 94 ед. спроса за 7 дн. (оценка); остаток 5 257 шт (~391 дн.); осн. склад 8 773 шт; выкуп 92%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"94 ед. спроса за 7 дн. (оценка); остаток 5 257 шт (~391 дн.); осн. склад 8 773 шт; выкуп 92%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;3;3;2026-04-10;2026-04-16;pjm001/sph/k1/044/p1*dперсиковый;705961686;;MIKIVIKI лиса;Высокий;% выкупа;Лисички;;;0.8518425842880704;0.946031746;0.8989371652;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: Лисички. 62 ед. спроса за 7 дн. (оценка); остаток 628 шт (~71 дн.); осн. склад 771 шт; выкуп 90%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"62 ед. спроса за 7 дн. (оценка); остаток 628 шт (~71 дн.); осн. склад 771 шт; выкуп 90%; возвраты 7д 0%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;3;4;2026-04-10;2026-04-16;pjm001/sph/k1/044/p1*dпудровый;705961687;;MIKIVIKI кексы;Высокий;% выкупа;Розовые;;;0.952641655184459;0.9778911565;0.9652664058;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: Розовые. 77 ед. спроса за 7 дн. (оценка); остаток 593 шт (~54 дн.); осн. склад 285 шт; выкуп 92%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"77 ед. спроса за 7 дн. (оценка); остаток 593 шт (~54 дн.); осн. склад 285 шт; выкуп 92%; возвраты 7д 0%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;3;5;2026-04-10;2026-04-16;pjm001/sph/k1/044/p1*dбежевый;494871213;2889346405;сердца леопард;Высокий;% выкупа;леопард;;;0.8868868757870273;1.100776674;0.993831775;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. запланировать допоставить ~2 шт с основного склада Фокус по варианту/подсказке: леопард. 180 ед. спроса за 7 дн. (оценка); остаток 1 157 шт (~45 дн.); осн. склад 613 шт; выкуп 97%; возвраты 7д 0%";WB: запланировать допоставить ~2 шт с основного склада.;"180 ед. спроса за 7 дн. (оценка); остаток 1 157 шт (~45 дн.); осн. склад 613 шт; выкуп 97%; возвраты 7д 0%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;3;6;2026-04-10;2026-04-16;pjm001/sph/k1/030/p1*dбелый,серый,красный;525030042;949002484;котики;Высокий;Отменили;котики;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. наблюдение, без резких действий Фокус по варианту/подсказке: котики. 10 ед. спроса за 7 дн. (оценка); остаток 165 шт (~110 дн.); осн. склад 113 шт; выкуп 100%; возвраты 7д 0%";WB: наблюдение, без резких действий.;"10 ед. спроса за 7 дн. (оценка); остаток 165 шт (~110 дн.); осн. склад 113 шт; выкуп 100%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
WB;Анастасия;3;7;2026-04-10;2026-04-16;pjm002/sph/k1/017/p1*dрозовый,серый;494854609;;полоска кошка;Высокий;% выкупа;полоска;;;0.7992014069245865;0.933982684;0.8665920455;"WB: поднять выкуп — размерная сетка, фото посадки, описание ткани/посадки, ответы на отзывы. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: полоска. 114 ед. спроса за 7 дн. (оценка); остаток 933 шт (~57 дн.); осн. склад 1 765 шт; выкуп 92%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"114 ед. спроса за 7 дн. (оценка); остаток 933 шт (~57 дн.); осн. склад 1 765 шт; выкуп 92%; возвраты 7д 0%";Размерная сетка, фото посадки, описание ткани и посадки, блок вопросов/ответов.;Разобрать негатив по размеру/качеству/цвету, добавить пояснения в карточку и изображения.;Проверить соответствие цены ожиданиям клиента и связку цена ↔ качество ↔ комплектация.;"Проверить, где артикул реально доступен быстро; убрать просадки по регионам.";"Сравнить выкуп, возвраты и конверсию в заказ; решить, что масштабировать дальше."
WB;Анастасия;3;8;2026-04-10;2026-04-16;pjm015/int/k1/001/p1*dрозовый;494854642;2777044161;сердца роз;Высокий;Отменили;Лапша ;;;1 кв.;0;;"WB: снизить отмены — проверить вариации/комплектацию, точность наличия, обещание доставки и карточку. запас достаточный — можно аккуратно усиливать рекламу и расширять ключи Фокус по варианту/подсказке: Лапша . 56 ед. спроса за 7 дн. (оценка); остаток 963 шт (~121 дн.); осн. склад 197 шт; выкуп 81%; возвраты 7д 0%";WB: запас достаточный — можно аккуратно усиливать рекламу и расширять ключи.;"56 ед. спроса за 7 дн. (оценка); остаток 963 шт (~121 дн.); осн. склад 197 шт; выкуп 81%; возвраты 7д 0%";Проверить карточку: размерная сетка, комплектность, цвета/варианты, обещания в описании и FAQ.;"Сверить цену, скидку, акцию и условия доставки; убрать то, что тянет плохой трафик и отмены.";Проверить остатки и кластеры, исключить ложное наличие и слишком длинный срок доставки.;Посмотреть поисковые запросы, тексты и отзывы с негативом, закрыть частые причины отмен.;Сравнить отмены/выкуп до и после правок, зафиксировать решение: оставить / масштабировать / вернуть на доработку.
